Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS
Jonny Homza 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Brannigan SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Rodriguez C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Emiliani 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Cluff OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Jagielo 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Sundberg OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jancarlos Cintron 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Saltiban OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Witt SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Campos C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Rizzie C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Lopez SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgardo Fermin SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donta' Williams OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Suarez OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Sanchez SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Hall OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Coppola OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxx Tissenbaum 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberts Aponte SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Buchberger 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Sullivan OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Valerio C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Bishop OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Chavers OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwanya Williams-Sutton OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Hernandez C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Markwardt OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Berberet C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Martinez 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Macias SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Medrano 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joan Delgado OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfredo Lara SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Escobar SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Fernandez C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randy Reyes OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Stephan OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Gonzalez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Labour OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Mercado C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Arribas 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Datres 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Bechtold 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Rodriguez OF | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Quintana 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roismar Quintana OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Lavigne 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Manuel Acosta 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Daniel 2B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Torres 3B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Morel SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freylin Minyety SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oswaldo Osorio SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Jones 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Glenn C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Cabral C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Miller C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Ewing OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Mears OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Baldwin OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Jackson C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Tornes OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Etzel OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Vilter 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alec Keller OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Miller SS | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Thompson SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobe Kato 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Martin C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Brethowr OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edmond Americaan OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Podorsky OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Day SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Geraldo SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Kilen SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Rincones OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade Fergus OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Berset C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakey Josepha SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin Burgess C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Benitez 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starlyn Caba SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaron Elkins OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Yari 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mac Guscette C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Mathis 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jecksson Flores SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Franklin OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reydel Medina OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kadon Morton OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandt Stallings 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kade Snell OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhonny Bethencourt 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iker Franco C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Rogers 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Griffin Benson 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Gebhardt 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rixon Taylor-Wingrove 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante Nori OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Reed OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braylen Wimmer SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Reks OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gus Steiger SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Giansanti OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Reyes OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Benjamin 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Salcedo OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Smith OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamlet Marte C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilmer Reyes SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Vigil C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Mineo C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Hurtado OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Burdick 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Miller C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Trautwein C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jairo Pomares OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Wilson OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Ernesto OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwell Romero C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benny Montgomery OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neyfy Castillo 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Abreu OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esmil Valencia OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Hurley OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Harrison OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Maddox 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt McPhearson OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raylin Heredia OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenden Dixon SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Ward SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyler Messinger 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Barriga C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Burns C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Ordonez C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Valdez 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satchel McElroy OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Moyer SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brailyn Antunez OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Munoz 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Jacobs OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Hankerd OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Cannarella OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Farquhar 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Dent 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Ibarra 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Lopez SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Vazquez C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Garcia OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Haynal C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riley Delgado SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Hoenecke 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaige Howard OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aroon Escobar 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Sweet OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Harris OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Petrutz OF | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota Jordan OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Alastre OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernny Ordonez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderdson Rojas OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Maffei OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esteban Quiroz 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Connell OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justice Thompson OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yerlin Confidan OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danyer Sanabria OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Hill OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal O'Guinn OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Dickinson SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernesto Liberatore C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Ciriaco SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marquez Smith 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Harvey C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Caballero OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad McClanahan 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Shumpert SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delvis Morales 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece Walling OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Allen OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Auerbach 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Bernard C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Martin 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robie Rojas C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Dinges C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Graham OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Serna SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Paez SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steele Hall SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colton Plaia C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Rhinesmith OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andres Valor OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Rincon SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Valerio SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Castillo 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roldy Brito OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeverson Arteaga SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Robertson OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Herron OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Triantos 2B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Knight C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickardo Perez 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Pena 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade Bunnell 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joantgel Segovia OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Alemais SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jansel Luis 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonnie White OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Levenson OF | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Suarez SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawon Dunston OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Hernandez SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Ortiz OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rowdey Jordan OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KC Serna SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Antico OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Noriega SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arturo De Freitas C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cortland Lawson SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Albertson C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heath Quinn OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Borenstein OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Acuna SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seaver King SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Petersen OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripken Reyes 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Hernandez C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Whiteman SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Head OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT Mabry 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Nwogu OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keshawn Ogans SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Pieters 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelson Brown SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sir Jamison Jones C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Ross C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrien Miller C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Collins 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Longwell 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnaldo Lantigua OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Rincon OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Swanner C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenallen Hill Jr. SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Hernandez OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashly Andujar SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Arrojo 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Suero OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isael Soto OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinn McDaniel 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Blomgren SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Haley 3B | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Emery C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeremi Cabrera OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterlin Thompson OF | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Diekroeger 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehiner Cordova 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deion Walker OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandol Mezquita OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Johnson OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Harper 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Mesa OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Cartaya C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kameron Esthay OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Dupere OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lou Albrecht C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes Rogers OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar Carrizales OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Almonte 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby Fitch C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Leonard 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derniche Valdez OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Andrews OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Little OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldemar Burgos OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorgelys Mota 3B | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Ratledge SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennett Hostetler SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moises Gomez OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Fanas OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adony Mejia C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Watson SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Izarra SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonah Arenado 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Hughston OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Howell C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Flynn OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Dirocie OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Campbell OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Walker 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gian Zapata OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Conticello OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
